id,tipo,situacao,data,hora,bairro,endereco,numero,complemento,natureza,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,latitude,longitude
95,SEM VÍTIMA,FINALIZADA,2016-01-05,10:56:00,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,E/F   AO CURSO DE INGLES  WIZARD,COLISÃO,COLISÃO   SEM VITIMAS   GM  BRITO  QTH,2,,,,,,,,,0,-8.1111171,-34.8927465
96,SEM VÍTIMA,CANCELADA,2016-01-05,11:59:00,ÁGUA FRIA,RUA SAO SEBASTIAO,572,PROX DA LADEIRA DE PEDRA,COLISÃO,COLISAO DE DOIS AUTOS S/V,2,,,,,,,,,0,-8.0198031,-34.8960679
97,SEM VÍTIMA,FINALIZADA,2016-01-05,12:24:00,BOA VISTA,RUA VELHA,413,EM FRENTE A IGREJA CATOLICA DO LARGO DA SANTA CRUZ,COLISÃO,DOIS AUTO,2,,,,,,,,,0,-8.0624642,-34.8878914
98,SEM VÍTIMA,CANCELADA,2016-01-05,12:26:00,BOA VIAGEM,AV CONSELHEIRO AGUIAR,,SEMÁFORO 005,COLISÃO,DOIS AUTOS,2,,,,,,,,,0,-8.1109937,-34.8914817
99,SEM VÍTIMA,CANCELADA,2016-01-05,12:51:00,BOA VISTA,RUA BARAO DE SAO BORJA,,COM ARUA JOSE DE ALENCAR,COLISÃO,DOIS  AUTOS,2,,,,,,,,,0,-8.060601,-34.8897105
100,SEM VÍTIMA,FINALIZADA,2016-01-05,13:05:00,SÃO JOSÉ,RUA DA CARIOCA,,COM A  RUA DA PRAIA AO LADO DO ARMAZEM  JUQUEIRA,COLISÃO,COLISAO DE DOIS AUTOS S/V,2,,,,,,,,,0,-8.0673311,-34.8763713
101,SEM VÍTIMA,FINALIZADA,2016-01-05,13:27:00,TEJIPIÓ,AV DR JOSE RUFINO,,ANTES DO MURO DO 4 DECON,COLISÃO,AUTO E MOTO,1,1,,,,,,,,0,-8.0904501,-34.9521701
102,SEM VÍTIMA,FINALIZADA,2016-01-05,13:30:00,BARRO,AV DR JOSE RUFINO,2612,PRX A ESCOLA ALBERTO TORRES /  SENT AFOGADOS,COLISÃO,AUTO E MOTO,2,,,,,,,,,0,-8.0928855,-34.9458002
103,SEM VÍTIMA,FINALIZADA,2016-01-05,14:00:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,4728,EM FRENTE AO HOTEL AEROPORTO,COLISÃO,DOIS AUTOS,2,,,,,,,,,0,-8.1254556,-34.9154699
104,SEM VÍTIMA,CANCELADA,2016-01-05,14:08:00,CURADO,RUA DR GEORGE WILLIAM BUTLER,569,RUA DA  KIBOM  SORVANE,COLISÃO,VIATURA  E MOTO,,1,,,,,,1,,0,-8.0715398,-34.9819342
105,SEM VÍTIMA,PENDENTE,2016-01-05,14:15:00,SANTO ANTÔNIO,RUA MADRE DEUS,,EM FRENTE AO ESPAÇO ALFANDEGA,COLISÃO,DOIS AUTO,2,,,,,,,,,0,-8.0643492,-34.8735596
106,SEM VÍTIMA,FINALIZADA,2016-01-05,14:24:00,VÁRZEA,RUA ENGENHEIRO VASCONCELOS BITTENCOURT,352,EM FRENTE A ASSEMBLEIA DE DEUS DA BRASILIT,COLISÃO,DOIS AUTO,2,,,,,,,,,0,-8.0414289,-34.9504671
107,SEM VÍTIMA,CANCELADA,2016-01-05,14:28:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,AO LADO DA FACULDADE UNIVERSO / SENT  CIDADE / AO LADO DO POSTO SHELL,COLISÃO,DOIS AUTOS,1,,,,,,1,,,0,-8.1134632,-34.912731
108,SEM VÍTIMA,CANCELADA,2016-01-05,14:36:00,SANTO ANTÔNIO,RUA IMPERIAL,684,AO LADO DO MARTELINHO DE OURO,COLISÃO,DOIS AUTOS,2,,,,,,,,,0,-8.0737092,-34.8876393
109,SEM VÍTIMA,CANCELADA,2016-01-05,14:47:00,DOIS IRMÃOS,RUA DOIS IRMAOS,,PROX DO LAFEPE NO SEMAFORO 416,COLISÃO,COLISAO DE MOTO E AUTO COM VITIMA,1,1,,,,,,,,0,-8.0166534,-34.9410943
110,SEM VÍTIMA,FINALIZADA,2016-01-05,15:08:00,ILHA DO LEITE,RUA ESTADO DE ISRAEL,245,EM FRENTE AO HOSPITAL ILHA DO LEITE,COLISÃO,DOIS AUTO,2,,,,,,,,,0,-8.0640739,-34.8945483
111,SEM VÍTIMA,FINALIZADA,2016-01-05,15:27:00,BARRO,RUA POETA APRENDIZ,10,E/F AO MERCADO BOA OPCAO,COLISÃO,COLISAO ENTRE AUTO E MOTO,1,1,,,,,,,,0,-8.1074581,-34.9621512
112,COM VÍTIMA,FINALIZADA,2016-01-05,16:04:00,BOA VIAGEM,RUA FAUSTINO PORTO,65,PX A CAIXA ECONOMICA,ATROPELAMENTO,ATROPELAMENTO COM 1 VITIMA,1,,,,,,,,,1,-8.1184555,-34.8966241
113,SEM VÍTIMA,FINALIZADA,2016-01-05,16:32:00,TORRE,RUA CONDE DE IRAJA,,COM RUA  REAL DA TORRE / EM FRENTE A ESCOLA GERAÇÃO VITORIA,COLISÃO,DOIS AUTOS,2,,,,,,,,,0,-8.0462257,-34.9088014
114,SEM VÍTIMA,FINALIZADA,2016-01-05,17:38:00,JARDIM SÃO PAULO,RUA FREI ATANAZIO,,COM A RUA NOSSA SENHORA DE FATIMA NO SEMFORO 141,COLISÃO,COLISAO DE MOTO AUTO S/V,1,1,,,,,,,,0,-8.0828402,-34.9355433
115,SEM VÍTIMA,FINALIZADA,2016-01-05,17:40:00,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,ESTACIONAMENTO  TERREO DO CARREFOUR  NA OFICINA,COLISÃO,DOIS AUTOS,2,,,,,,,,,0,-8.1111171,-34.8927465
116,COM VÍTIMA,FINALIZADA,2016-01-05,18:10:00,ESPINHEIRO,AV GOVERNADOR AGAMENON MAGALHAES,,PROX. A UPE EM CIMA DO VIA DUTO DA JOÃO DE BARROS,COLISÃO,COLISÃO ENTRE AUTO E MOTO COM VITIMA,1,1,,,,,,,,1,-8.0488214,-34.8926222
117,COM VÍTIMA,CANCELADA,2016-01-05,18:50:00,IBURA,AV ENGENHO SERRA VERDE,850,APOS A CLINICA DR. DO BEM SENTIDO CENTRO UR3 PROX. A PADARIA MARAJOR,COLISÃO COM CICLISTA,COLISÃO ENTRE AUTO E CICLISTA C/V,1,,,1,,,,,,1,-8.1148944,-34.9513862
118,SEM VÍTIMA,FINALIZADA,2016-01-05,19:02:00,BOA VIAGEM,AV CONSELHEIRO AGUIAR,3303,PROX. A BIG BEN E O BANCO DO BRADESCO SENTIDO CIDADE,COLISÃO,COLISÃO ENTRE AUTO E ONIBUS DA BORBOREMA S/V,1,,,,,1,,,,0,-8.1181514,-34.8955626
119,SEM VÍTIMA,FINALIZADA,2016-01-05,21:19:00,PINA,AV HERCULANO BANDEIRA,915,APOS O ATACADÃO DOS PRESENTES SENTIDO BOA VIAGEM,COLISÃO,COLISÃO ENTRE DOIS AUTO S/V,2,,,,,,,,,0,-8.0858899,-34.8879983
120,SEM VÍTIMA,FINALIZADA,2016-01-06,03:27:00,CAXANGÁ,RUA MAURICIO DE NASSAU,,PRÓXIMO AO HOSPITAL ALTINO VENTURA // PRÓXIMO AO GOE,CHOQUE,CONDUTOR PERDEU O CONTROLE E SE SCHOCOU CONTRA O MURO DE UM TERRENO BALDIO,1,,,,,,,,,0,-8.0418277,-34.9253515
121,SEM VÍTIMA,FINALIZADA,2016-01-06,07:49:00,CAÇOTE,AV CAPITAO GREGORIO DE CALDAS,,AO LADO DO ESTACIONAMENTO DO HIPER DA AV. RECIFE,COLISÃO,COLISÃO SEM VÍTIMA,1,,,,,1,,,,0,-8.0963755,-34.929273
122,SEM VÍTIMA,FINALIZADA,2016-01-06,13:10:00,BOA VIAGEM,AV ANTONIO DE GOES,,AO LADO DO JCPM,COLISÃO,COLISÃO SEM VITIMA ENTRE 3 AUTOS,3,,,,,,,,,0,-8.0851678,-34.8868333
123,SEM VÍTIMA,FINALIZADA,2016-01-06,10:19:00,ILHA DO RETIRO,PRC DA BANDEIRA,,NA SAÍDA DO TUNEL/ SENTIDO ABDIAS DE CARVALHO,COLISÃO,COLISÃO SEM VÍTIMA,2,,,,,,,,,0,-8.0611989,-34.9012912
124,SEM VÍTIMA,FINALIZADA,2016-01-06,10:42:00,CAXANGÁ,AV CAXANGA,,SENTIDO  CIDADE  E/F A   CONCESSIONARIA   ITALIANA,COLISÃO,COLISÃO  SEM VITIMAS,2,,,,,,,,,0,-8.0369093,-34.945404
125,SEM VÍTIMA,FINALIZADA,2016-01-06,11:01:00,MADALENA,RUA BENFICA,,EM FRENTE AO BATALHAO DO CHOQUE,COLISÃO,,2,,,,,,,,,0,-8.058062,-34.9051858
126,SEM VÍTIMA,FINALIZADA,2016-01-06,11:18:00,BOA VIAGEM,RUA BARAO DE SOUZA LEAO,,EM FRENTE DO RESTAURANTE COSTA BRAVO,COLISÃO,COL.S/V.SET/ AEROPORTO,2,,,,,,,,,0,-8.1323771,-34.9082716
127,SEM VÍTIMA,FINALIZADA,2016-01-06,11:23:00,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,SENTIDO  OLINDA  RECIFE  E/F  AO  MINISTERIO PUBLICO  FEDERAL,COLISÃO,COLISÃO  SEM VITIMAS,1,,,,,,1,,,0,-8.0451621,-34.8892415
128,SEM VÍTIMA,FINALIZADA,2016-01-06,11:43:00,CAXANGÁ,AV CAXANGA,,SEMAFORO 008,COLISÃO,COLISAO ENTRE AUTO E MOTO,1,1,,,,,,,,0,-8.0369093,-34.945404
129,SEM VÍTIMA,FINALIZADA,2016-01-06,11:49:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,4000,AO LADO DA LOCALIZA SEMI NOVOS,COLISÃO,COL.S/V.SET .SUB,1,,,,,,1,,,0,-8.1187509,-34.9140557
130,SEM VÍTIMA,FINALIZADA,2016-01-06,12:30:00,CASA FORTE,RUA JAYME LOYO,,EM FRENTE FARMACIA BIG BEN,COLISÃO,COL.S/V.SET.BR,2,1,,,,,,,,0,-8.0365133,-34.9149046
131,COM VÍTIMA,FINALIZADA,2016-01-06,12:59:00,BOA VIAGEM,AV BOA VIAGEM,6432,NO SEMAFORO Nº149,COLISÃO,COL.C/V,2,1,,,,,,,,1,-8.1448883,-34.905197
132,SEM VÍTIMA,FINALIZADA,2016-01-06,13:26:00,AFOGADOS,RUA VINTE E UM DE ABRIL,541,PX A ESTACAO IPIRANGA,COLISÃO,COLISAO ENTRE AUTOS,2,,,,,,,,,0,-8.0767686,-34.9118832
133,SEM VÍTIMA,FINALIZADA,2016-01-06,13:39:00,BOA VIAGEM,AV CONSELHEIRO AGUIAR,1350,EM FRENTE AO EDF/RESIDENCIAL PERNAMBUCO,COLISÃO,COL.S/V.,1,,,,,1,,,,0,-8.1020085,-34.8874807
134,SEM VÍTIMA,FINALIZADA,2016-01-06,13:46:00,CASA FORTE,AV DEZESSETE DE AGOSTO,387,NO SEMAFORO Nº614EM FRENTE DA NEFROCENTO,COLISÃO,COL.SS/VSET.BR,2,,,,,,,,,0,-8.0359674,-34.9127185
135,SEM VÍTIMA,FINALIZADA,2016-01-06,15:08:00,CASA AMARELA,EST DO ENCANAMENTO,1580,BAR GUAIAMUNDO,COLISÃO,COLISAO ENTRE AUTOS,2,,,,,,,,,0,-8.0288056,-34.9238644
136,SEM VÍTIMA,FINALIZADA,2016-01-06,15:22:00,BOA VIAGEM,AV CONSELHEIRO AGUIAR,,SEMAFORO Nº549,COLISÃO,COL.S/V.,2,,,,,,,,,0,-8.1109937,-34.8914817
137,SEM VÍTIMA,FINALIZADA,2016-01-06,17:27:00,IMBIRIBEIRA,RUA ALFREDO MARCONDES,,EM FRENTE AS LOJAS GEOVANI SONDA / POR TRAS DA FEREIRA COSTA,COLISÃO,DOIS AUTOS,2,,,,,,,,,0,-8.1124563,-34.9063833
138,COM VÍTIMA,FINALIZADA,2016-01-06,17:33:00,DOIS UNIDOS,RUA VINTE E UM DE JUNHO,343,PRÓXIMO A ASSEMBLÉIA DE DEUS E ANTENA DA OI,CHOQUE,CHOQUE DE VEÍCULO COM MURO,1,,,,,,,,,1,-7.993582,-34.9155978
139,SEM VÍTIMA,CANCELADA,2016-01-06,18:33:00,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,141,UM SEMAFORO ANTES DO HOSPITAL PORTUGUES,COLISÃO,CAMINHÃO E AUTO,1,,,,,,1,,,0,-8.0608552,-34.8981566
140,COM VÍTIMA,FINALIZADA,2016-01-06,18:40:00,CASA AMARELA,RUA ALTO JOSE BONIFACIO,149,PROX. A FEIRA DA RODINHA,ATROPELAMENTO,VEICULO COLIDIO COM CICLISTA ONDE A VITIMA JA FOI SOCORRIDA,1,,,1,,,,,,1,-8.0181243,-34.911764
141,COM VÍTIMA,CANCELADA,2016-01-06,19:13:00,VÁRZEA,RUA FRANCISCO LACERDA,265,EM FRENTE AO RESTAURANTE BRAZZETUS,COLISÃO,AUTO E MOTO,1,1,,,,,,,,1,-8.0490249,-34.9575632
142,COM VÍTIMA,FINALIZADA,2016-01-06,19:48:00,BOA VIAGEM,RUA ANTONIO FALCAO,,EMBAIXO DO VIADUTO DA VIA MANGUE,COLISÃO,AUTO E MOTO,1,1,,,,,,,,1,-8.1148235,-34.897323
143,COM VÍTIMA,FINALIZADA,2016-01-06,19:58:00,TORRE,RUA LEONARDO BEZERRA CAVALCANTE,672,EM FRENTE A SHOPPING PLAZA EM FRENTE A LOJA CARA DE SONO,COLISÃO,AUTO E MOTO,1,1,,,,,,,,1,-8.0373791,-34.9124107
144,SEM VÍTIMA,FINALIZADA,2016-01-06,22:25:00,TORRE,RUA JOSE BONIFACIO,,ENFR A FARMACIA DROGASIL POR TRAS DO ATACADO DOS PRESENTES,COLISÃO,VEICULO OFICIAL E UMA SHINERAY,1,,1,,,,,,,0,-8.0436532,-34.9078584
145,SEM VÍTIMA,EM ATENDIMENTO,2016-01-06,23:24:00,CORDEIRO,AV PROFESSOR ESTEVAO FRANCISCO DA COSTA,7,PROX AO GOE EM FRENTE AO POSTO DE PETRO CAL,COLISÃO,COLISAO ENTRE DOIS AUTO S/V,2,,,,,,,,,0,-8.0503553,-34.9209978
146,SEM VÍTIMA,EM ATENDIMENTO,2016-01-07,00:23:00,BOA VIAGEM,RUA DOM JOSE LOPES,,POR TRÁS DA FERREIRA PINTO // RUA DO RESTAURANTE CANGAÇO,COLISÃO,COLISÃO ENTRE DOIS AUTOS S/V,2,,,,,,,,,0,-8.1266499,-34.904606
147,SEM VÍTIMA,FINALIZADA,2016-01-07,07:19:00,TEJIPIÓ,RUA PAULINO DE FARIAS,226,PROXÍMO A ESTAÇÃO DE COQUEIRAL E/F DO MERCADINHO CUSTODIA,COLISÃO,COLISÃO SEM VÍTIMA,2,,,,,,,,,0,-8.0853196,-34.966677
148,SEM VÍTIMA,FINALIZADA,2016-01-07,07:26:00,BOA VIAGEM,RUA JOSE DA SILVA LUCENA,273,E/F A LACOMEX LOJA DE VINHOS NO LADO DIREITO DA VIA.,COLISÃO,SEM VÍTIMAS,1,1,,,,,,,,0,-8.1147683,-34.9074774
149,SEM VÍTIMA,FINALIZADA,2016-01-07,07:50:00,BOA VIAGEM,RUA PROFESSOR JOSE BRANDAO,2257,EM FRENTE AO RESTAURANTE GIRO PRAIA,COLISÃO,COLISÃO SEM VITIMA,2,,,,,,,,,0,-8.1118458,-34.8947337
150,SEM VÍTIMA,CANCELADA,2016-01-07,08:17:00,CAXANGÁ,AV CAXANGA,,NO SEMAFORO 651 E/F DA FACIPE NA RUA DO COLEGIO CONHECER,COLISÃO,COLISAO DE CAMINHAO E AUTO,1,,,,,,1,,,0,-8.0369093,-34.945404
151,SEM VÍTIMA,EM ATENDIMENTO,2016-01-07,08:30:00,BOA VIAGEM,RUA PETROLINA,4777,EM FRENTE AO RECIFE MONT HOTEL,COLISÃO,COLISÃO SEM VITIMA,2,,,,,,,,,0,-8.129701,-34.9001552
152,SEM VÍTIMA,FINALIZADA,2016-01-07,09:20:00,VASCO DA GAMA,RUA VASCO DA GAMA,715,EM FRENTE A STELA MOVEIS,COLISÃO,COLISÃO  SEM VITIMAS,1,,,,,1,,,,0,-8.014827,-34.9200446
153,SEM VÍTIMA,FINALIZADA,2016-01-07,09:53:00,ILHA DO LEITE,RUA ANTONIO GOMES DE FREITAS,,EM FRENTE HOPE NO SEMAFORO 490,COLISÃO,COLISÃO SEM VÍTIMA,2,,,,,,,,,0,-8.0661374,-34.8943016
154,SEM VÍTIMA,FINALIZADA,2016-01-07,10:21:00,TORRE,AV VISCONDE DE ALBUQUERQUE,836,APOS O HOPITAL DE AVILA,COLISÃO,COLISAO DE ONIBUS E AURTO S/V,1,,,,,1,,,,0,-8.0508623,-34.9063739
155,COM VÍTIMA,FINALIZADA,2016-01-07,10:29:00,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,3333,EM FRENTE A GALERIA SANTA ROSA,COLISÃO,COLISÃO COM VITIMAONIBUS E AUTO-PASSEIO,1,,,,,1,,,,1,-8.1182133,-34.8968294
156,SEM VÍTIMA,FINALIZADA,2016-01-07,10:32:00,IBURA,AV DOIS RIOS,,PROXÍMO A POLICLINICA ARNALDO MARQUES,COLISÃO,COLISÃO SEM VÍTIMA /,,,,,,,,,,0,-8.1147915,-34.9398949
157,COM VÍTIMA,FINALIZADA,2016-01-07,10:36:00,SAN MARTIN,RUA OUREM,,COM A RUA CONSUL VIALARES FRAGOSO ESQUINA DA CAVALARIA EDF QUINTA DAS GRAÇAS,COLISÃO,COLISAO DE DOIS AUTOS COM UMA VITIMA,1,1,,,,,,,,1,-8.0688307,-34.9263912
158,SEM VÍTIMA,FINALIZADA,2016-01-07,10:48:00,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,,NO CRUZAMENTO DA RUA ENGERENHO ZAEL DIOGENES,COLISÃO,COLISÃO SEM VÍTIMA,1,1,,,,,,,,0,-8.1384247,-34.9043899
159,SEM VÍTIMA,CANCELADA,2016-01-07,11:31:00,COELHOS,RUA DOS COELHOS,,EM FRENTE AO IMIP,COLISÃO,COLISÃO SEM VÍTIMA,2,,,,,,,,,0,-8.0671242,-34.8900462
160,SEM VÍTIMA,CANCELADA,2016-01-07,11:41:00,SAN MARTIN,AV ENGENHEIRO ABDIAS DE CARVALHO,,COM A RUA GENERAL SAN MARTIN E/F DA CHESF NO SEMAFORO 058,COLISÃO,COLISAO DE CAMINHAO E AUTO S/V NO SEMAFORO 058,1,,,,,,1,,,0,-8.0613623,-34.9292042
161,SEM VÍTIMA,FINALIZADA,2016-01-07,12:24:00,TORRÕES,AV ENGENHEIRO ABDIAS DE CARVALHO,,AO LADO DA YOKI GALETOS / SEN BR /  ESTACIONADOS NO POSTO YPIRANGA,COLISÃO,TRES VEÍCULOS,3,,,,,,,,,0,-8.0618728,-34.9304544
162,SEM VÍTIMA,CANCELADA,2016-01-07,12:59:00,IPUTINGA,RUA MANOEL JOAQUIM DE ALMEIDA,202,RUA LATERAL AO HIPER DA CAXANGA,COLISÃO,DOIS AUTOS,2,,,,,,,,,0,-8.0410328,-34.9419559
163,SEM VÍTIMA,FINALIZADA,2016-01-07,13:26:00,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,AO LADO DA PRAÇA DO DERBY E/F DA FACE IMAGEM S/T BOA VIAGEM,COLISÃO,COLISAO DE ONIBUS E AUTO S/V,1,,,,,1,,,,0,-8.056982,-34.8977316
164,SEM VÍTIMA,CANCELADA,2016-01-07,13:34:00,JAQUEIRA,RUA LEONARDO BEZERRA CAVALCANTE,340,NA RUA DA INSINUANTE E/F DO EDF PORTAL DO CAPIBARIBE,COLISÃO,COLISAO DE MOTO E AUTO S/V,1,1,,,,,,,,0,-8.0373154,-34.90959
165,SEM VÍTIMA,CANCELADA,2016-01-07,13:38:00,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,SAÍDA DO INTERNACIONAL SENTIDO BOA VIAGEM,COLISÃO,01 AUTO 01 ONIBUS,1,,,,,1,,,,0,-8.056982,-34.8977316
166,COM VÍTIMA,FINALIZADA,2016-01-07,13:41:00,PARNAMIRIM,RUA LEONARDO BEZERRA CAVALCANTE,250,PRÓXIMO AO HOSPITAL MARIA LUCINDA E/F COLÉGIO SANTA MARIA MARILAC SENTIDO CASA FORTE,COLISÃO,01 MOTO 01 AUTO,1,1,,,,,,,,1,-8.0368817,-34.908773
167,COM VÍTIMA,FINALIZADA,2016-01-07,13:53:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,EM BAIXO DO SEMAFORO 288,COLISÃO,COLISAO DE MOTO E DOIS AUTO S/V,2,,,,,,,,,1,-8.1134632,-34.912731
169,SEM VÍTIMA,FINALIZADA,2016-01-07,14:25:00,BREJO DA GUABIRABA,AV VEREADOR OTACILIO AZEVEDO,,AO LADO DA GARAGEM EMPRESA GLOBO,COLISÃO,01 MOTO 01 AUTO,1,1,,,,,,,,0,-7.9920033,-34.9289016
170,SEM VÍTIMA,FINALIZADA,2016-01-07,14:27:00,BOA VIAGEM,AV CONSELHEIRO AGUIAR,,SEMAFARO 146,COLISÃO,COLISAO ENTRE ONIBUS E AUTO,1,,,,,1,,,,0,-8.1109937,-34.8914817
171,COM VÍTIMA,FINALIZADA,2016-01-07,16:05:00,AREIAS,AV DR JOSE RUFINO,,SEMÁFORO 557 / SENT CIDADE,COLISÃO,MOTO E AUTO,1,1,,,,,,,,1,-8.0899501,-34.9342698
172,SEM VÍTIMA,FINALIZADA,2016-01-07,16:19:00,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,E/D AO HR SENTIDO BOA VIAGEM,COLISÃO,02 AUTOS,2,,,,,,,,,0,-8.056982,-34.8977316
173,SEM VÍTIMA,CANCELADA,2016-01-07,18:08:00,CORDEIRO,RUA DR MIGUEL VIEIRA FERREIRA,472,NA RUA DO COLEGIO GERAÇÃO 2000,COLISÃO,COLISÃO ENTRE AUTO E MOTO S/V,1,1,,,,,,,,0,-8.0509909,-34.9346511
174,SEM VÍTIMA,EM ATENDIMENTO,2016-01-07,18:49:00,ENCRUZILHADA,AV NORTE,2651,ENFR ED LAN CASTER  PROX AO EXTRA BOM  SEMAFORO 045,COLISÃO,ONIBUS PEDROSA X AUTO,1,,,,,1,,,,0,-8.0372529,-34.893943
175,VÍTIMA FATAL,FINALIZADA,2016-01-07,20:09:00,BOA VIAGEM,AV BOA VIAGEM,6472,NO SEMAFORO 149,COLISÃO,PERSEGUIÇÃO DA PM POR VEICULO ROUBADO TERMINA EM COLISÃO DE 5 AUTO C/V,5,,,,,,,,,,-8.1452028,-34.9054522
176,SEM VÍTIMA,CANCELADA,2016-01-07,21:16:00,BOA VIAGEM,RUA JEAN MERMOZ,6234,UMA RUA ENTES DA PRAÇA DONA LINDU,COLISÃO,DOIS AUTO,2,,,,,,,,,0,-8.1431622,-34.9042512
177,SEM VÍTIMA,FINALIZADA,2016-01-07,22:47:00,BOA VIAGEM,RUA PADRE CARAPUCEIRO,,CRUZAMENTO COM A DOMINGO FERREIRA SEMAFORO 216,COLISÃO,DOIS AUTO,2,,,,,,,,,0,-8.1179232,-34.9000219
178,COM VÍTIMA,FINALIZADA,2016-01-08,02:42:00,CAMPO GRANDE,AV GOVERNADOR AGAMENON MAGALHAES,,SEMÁFORO EM FRENTE AO PRÉDIO DO IC,CHOQUE,CONDUTOR PERDEU O CONTROLE DO VEÍCULO E SE CHOCOU CONTRA A  MARGEM DO CANAL,1,,,,,,,,,1,-8.0382483,-34.8760924
179,COM VÍTIMA,FINALIZADA,2016-01-08,06:03:00,CAXANGÁ,AV CAXANGA,624,PX A POWER CAR,COLISÃO,COLISAO ENTRE AUTO E DUAS MOTOS,1,2,,,,,,,,2,-8.053826,-34.9142851
180,SEM VÍTIMA,CANCELADA,2016-01-08,06:28:00,VASCO DA GAMA,RUA VASCO DA GAMA,360,EM FRENTE  AO CLUBE TREZE DO VASCO,COLISÃO,COLISÃO SEM VITIMAS,1,,,,,1,,,,0,-8.017904,-34.921301
181,COM VÍTIMA,FINALIZADA,2016-01-08,06:38:00,IPSEP,AV RECIFE,,SENTIDO  AEROPORTO  SUBURBIO EM BAIXO DO SEMAFORO 130,COLISÃO,COLISÃO  COM 1 VITIMA,1,,,,,,,,,1,-8.1116174,-34.9264765
182,COM VÍTIMA,FINALIZADA,2016-01-08,07:20:00,BOA VIAGEM,RUA PADRE CABRAL,86,EM FRENTE AO EDF PARADOR DE BARCELONA RUA DA FARMACIA MUNDIAL,ATROPELAMENTO,ATROPELAMENTO BOMBEIRO NO LOCAL,,,,,,1,,,,1,-8.1336137,-34.9056801
183,COM VÍTIMA,FINALIZADA,2016-01-08,07:32:00,IMBIRIBEIRA,AV ENGENHEIRO ALVES DE SOUZA,546,E/F A GIOVANI CABELEREIRO  A ESTAÇÃO DA CELPE. NO LADO ESQUERDO DA VIA.,,COM UMA VÍTIMA.,1,1,,,,,,,,1,-8.0973342,-34.9149874
184,SEM VÍTIMA,FINALIZADA,2016-01-08,08:27:00,AREIAS,RUA IPOJUCA,,E/F AO POSTO SHELL E A IGREJA PRESBITERIANA. NO LADO DIREITO DA VIA. (SEMÁFORO Nº 044),COLISÃO,SEM VÍTIMAS.,2,,,,,,,,,0,-8.0960629,-34.9361205
185,SEM VÍTIMA,FINALIZADA,2016-01-08,08:42:00,ROSARINHO,RUA DR JOSE MARIA,,PONTO DE TAXI PX AO PORTAL DA PICANHA,COLISÃO,COLISAO ENTRE AUTOS,2,,,,,,,,1,0,-8.0353342,-34.8987987
186,SEM VÍTIMA,FINALIZADA,2016-01-08,08:44:00,AREIAS,AV RECIFE,,E/F AO  RESTAURANTE  GALETUS,COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0,-8.1008494,-34.9280197
187,SEM VÍTIMA,FINALIZADA,2016-01-08,08:46:00,BOA VISTA,RUA BARAO DE SAO BORJA,49,ART EXPRESS. DE ESQUINA COM O HOSPITAL GOUVEIA DE BARROS,COLISÃO,SEM VÍTIMAS.,1,1,,,,,,,,0,-8.0617678,-34.8883419
188,COM VÍTIMA,FINALIZADA,2016-01-08,08:54:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,1148,PROX A EMPRESA AUTOMAX SENTIDO AEROPORTO,COLISÃO,COLISAO COM 2 VITIMAS ENTRE AUTO E MOTO,1,1,,,,,,,,2,-8.0930351,-34.9092871
189,COM VÍTIMA,FINALIZADA,2016-01-08,09:02:00,CORDEIRO,RUA GOMES TABORDA,1758,E/F AO  COLEGIO VALENTI,ATROPELAMENTO,VITIMA  SOCORRIDA   PELO  SAMU,,,,,,,,,,1,-8.054557,-34.9261592
190,SEM VÍTIMA,FINALIZADA,2016-01-08,09:14:00,BOA VISTA,RUA DO RIACHUELO,,NO CRUZAMENTO DA RUA DO HOSPICIO/RUA DO RIACHUELO.,COLISÃO,SEM VÍTIMAS.,1,1,,,,,,,,0,-8.0587581,-34.8846108
191,SEM VÍTIMA,FINALIZADA,2016-01-08,09:26:00,AFOGADOS,RUA SAO MIGUEL,1357,E/F   AO  BODE  DO NO  SENTIDO  BARRO,COLISÃO,COLISÃO SEM VITIMAS,1,,,,,,,,1,0,-8.0809605,-34.9187036
192,SEM VÍTIMA,FINALIZADA,2016-01-08,09:55:00,MUSTARDINHA,RUA JOSE MOREIRA REIS,,E/F AO SESI DA MUSTARDINHA,COLISÃO,COLISAO CAMIAO E AUTO,1,,,,,1,,,,0,-8.0691976,-34.9157531
