id,tipo,situacao,data,hora,bairro,endereco,numero,complemento,natureza,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,latitude,longitude
5389,SEM VÍTIMA,FINALIZADA,2016-05-17,14:36:00,VASCO DA GAMA,RUA PIRIZAL,,,COLISÃO,2,,,,,,,,,0,,-8.0095303,-34.9185559
5390,SEM VÍTIMA,FINALIZADA,2016-05-17,14:48:00,SANTO AMARO,RUA TREZE DE MAIO,,PX AO FEMATEC,COLISÃO,1,,,,,1,,,,0,,-8.0500309,-34.8820456
5391,SEM VÍTIMA,FINALIZADA,2016-05-17,14:57:00,AFOGADOS,EST DOS REMEDIOS,,PROXIMO AO POSTO TOTAL E ARMAZÉM CORAL,COLISÃO,1,,,,,,1,,,0,,-8.0719351,-34.9079648
5392,SEM VÍTIMA,FINALIZADA,2016-05-17,15:17:00,BOA VISTA,RUA BARAO DE SAO BORJA,279,EM FRENTE AO COLEGIO MUNICIPAL PEDRO AUGUSTO,COLISÃO,2,,,,,,,,,0,,-8.0605764,-34.8898466
5393,SEM VÍTIMA,CANCELADA,2016-05-17,15:41:00,PAISSANDU,RUA EPAMINONDAS DE MELO,,PX A VISAO CENTER,COLISÃO,,,,,,,1,,,0,,-8.0610804,-34.898388
5394,SEM VÍTIMA,FINALIZADA,2016-05-17,15:46:00,PRADO,RUA SANTA EDWIRGES,131,PROX A IGREJA PRESBITERIANA DO PRADO,COLISÃO,2,,,,,,,,,0,,-8.0628506,-34.911751
5395,SEM VÍTIMA,FINALIZADA,2016-05-17,16:11:00,APIPUCOS,RUA DOIS IRMAOS,,E/F AO 11º BATALHAO,COLISÃO,2,,,,,,,,,0,,-8.0179739,-34.940726
5396,SEM VÍTIMA,FINALIZADA,2016-05-17,17:13:00,IMBIRIBEIRA,RUA PAMPULHA,,COM A RUA ITAJAÍ / EM FRENTE AO BIFE CASA BRANCA,COLISÃO,1,1,,,,,,,,0,,-8.1096469,-34.9140932
5397,SEM VÍTIMA,EM ATENDIMENTO,2016-05-17,18:08:00,AFOGADOS,EST DOS REMEDIOS,2259,EM FRENTE A LOJA NAGEM ANTES DO BOMPREÇO DO BENFICA,COLISÃO,1,,,,,1,,,,0,,-8.0600291,-34.9076067
5398,COM VÍTIMA,FINALIZADA,2016-05-17,20:34:00,BOA VIAGEM,AV CONSELHEIRO AGUIAR,4734,APOS A PRACINHA BOA VIAGEM E TALISMA LOTERIA,COLISÃO COM CICLISTA,,,,1,,1,,,,1,,-8.1285085,-34.9006692
5399,SEM VÍTIMA,FINALIZADA,2016-05-18,01:51:00,MADALENA,RUA JOSE OSORIO,,CUZ. COM A RUA VISCONDE DE ALBUQUERQUE,COLISÃO,2,,,,,,,,,0,,-8.0536025,-34.9092043
5400,SEM VÍTIMA,FINALIZADA,2016-05-18,03:50:00,MADALENA,RUA JOSE OSORIO,661,PROX DAS LOJAS DE CARROS,COLISÃO,2,,,,,,,,,0,,-8.0538603,-34.9105811
5401,SEM VÍTIMA,FINALIZADA,2016-05-18,05:53:00,IBURA,AV ENGENHO SERRA VERDE,584,PROXÍMO A ASSEMBLEIA DE DEUS,COLISÃO,1,,,,,1,,,,0,,-8.1127084,-34.9517985
5402,SEM VÍTIMA,FINALIZADA,2016-05-18,06:39:00,TOTÓ,AV LIBERDADE,,E/F A ESTAÇÃO DE COLETA DA COMPESA SENTIDO BR. NO LADO DIREITO DA VIA,COLISÃO,2,,,,,,,,,0,,-8.0813565,-34.966791
5403,SEM VÍTIMA,FINALIZADA,2016-05-18,07:29:00,AFLITOS,RUA DA HORA,,EM FRENTE AO HOSPITAL DOS SERVIDDORES,COLISÃO,1,1,,,,,,,,0,,-8.0384827,-34.8973017
5404,SEM VÍTIMA,FINALIZADA,2016-05-18,08:05:00,GRAÇAS,RUA DAS GRACAS,142,HA 100 METROS DA IGREJA DAS GRAÇAS,COLISÃO,2,,,,,,,,,0,,-8.0495034,-34.9015725
5405,SEM VÍTIMA,CANCELADA,2016-05-18,08:36:00,MADALENA,RUA COMENDADOR BENTO AGUIAR,219,E/F A CLÍNICA OFTALMOLOGICA DO DETRAN,COLISÃO,2,,,,,,,,,0,,-8.0599884,-34.906312
5407,SEM VÍTIMA,FINALIZADA,2016-05-18,09:40:00,BAIRRO DO RECIFE,PTE BUARQUE DE MACEDO,,SOBRE A PONTE,COLISÃO,2,,,,,,,,,0,,-8.0619921,-34.8752197
5408,SEM VÍTIMA,FINALIZADA,2016-05-18,11:00:00,SÃO JOSÉ,AV ENGENHEIRO JOSE ESTELITA,,SENTIDO BOA VIAGEM NO CAIS JOSÉ ESTELITA,COLISÃO,2,,,,,,,,,0,,-8.0754607,-34.8867299
5409,SEM VÍTIMA,FINALIZADA,2016-05-18,10:37:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,1967,NO ESTACIONAMENTO DA HARLEY DAVIDSON,COLISÃO,1,1,,,,,,,,0,,-8.1002896,-34.9098688
5410,SEM VÍTIMA,FINALIZADA,2016-05-18,10:47:00,GUABIRABA,AV VEREADOR OTACILIO AZEVEDO,2011,POR TRÁS DA GARAGEM DA GLOBO,COLISÃO,2,,,,,,,,,0,,-8.0011356,-34.9217297
5411,SEM VÍTIMA,CANCELADA,2016-05-18,11:07:00,MADALENA,RUA JOSE OSORIO,,SEMAFORO Nº050,COLISÃO,1,1,,,,,,,,0,,-8.0536025,-34.9092043
5412,SEM VÍTIMA,CANCELADA,2016-05-18,11:17:00,JAQUEIRA,RUA FLORIANOPOLIS,129,EM FRENTE AO SALÃO ELI VIZAGE,COLISÃO,1,1,,,,,,,,0,,-8.035929,-34.902942
5413,SEM VÍTIMA,FINALIZADA,2016-05-18,12:03:00,TEJIPIÓ,AV DR JOSE RUFINO,,APÓS O ARMAZÉM CORAL,COLISÃO,2,,,,,,,,,0,,-8.0904501,-34.9521701
5414,SEM VÍTIMA,FINALIZADA,2016-05-18,12:40:00,CIDADE UNIVERSITÁRIA,AV JORNALISTA ANIBAL FERNANDES,,E/F AO CENTRO DE INFORMATICA DA UFPE,COLISÃO,2,,,,,,,,,0,,-8.0543756,-34.9495275
5415,SEM VÍTIMA,FINALIZADA,2016-05-18,12:46:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,EMBAIXO DO VIADUTO TANCREDO NEVES,COLISÃO,1,,,,,1,,,,0,,-8.1134632,-34.912731
5416,SEM VÍTIMA,FINALIZADA,2016-05-18,12:57:00,BOA VISTA,AV CONDE DA BOA VISTA,,EM FRENTE AO BANCO SANTANDER / SENT SUB,COLISÃO,1,,,,,1,,,,0,,-8.058511,-34.8883829
5417,SEM VÍTIMA,FINALIZADA,2016-05-18,13:31:00,DERBY,RUA DR BANDEIRA FILHO,155,EM FRENTE AO EDF. NOSSA SENHORA DO SANEIRO/ PROXIMO  AO MACDONALD DA AGAMENON,COLISÃO,2,,,,,,,,,0,,-8.0507502,-34.896172
5418,SEM VÍTIMA,FINALIZADA,2016-05-18,13:37:00,PAISSANDU,RUA PAISSANDU,,E/F AO COLEGIO GGE SENTIDO CURADO,COLISÃO,2,,,,,,,,,0,,-8.0620223,-34.8971463
5419,COM VÍTIMA,FINALIZADA,2016-05-18,14:06:00,DOIS IRMÃOS,RUA DOIS IRMAOS,447,PROX A ROSE BELTRAO SENT BR,COLISÃO,2,,,,,,,,,1,,-8.0203001,-34.9400173
5420,SEM VÍTIMA,FINALIZADA,2016-05-18,14:10:00,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE AO EMPRESARIAL RENATO DIAS /SENT BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,-8.056982,-34.8977316
5421,SEM VÍTIMA,FINALIZADA,2016-05-18,14:32:00,BOA VISTA,RUA DOM BOSCO,,NO POSTO BR SENTIDO JOAQUIM NABUCO,COLISÃO,1,,,,,1,,,,0,,-8.0577035,-34.894707
5422,COM VÍTIMA,FINALIZADA,2016-05-18,14:47:00,BAIRRO DO RECIFE,CAIS DO APOLO,,EM FRENTE AO TRIBUNAL REGIONAL FEDERAL,COLISÃO,1,1,,,,,,,,1,,-8.0584704,-34.872419
5423,SEM VÍTIMA,CANCELADA,2016-05-18,14:48:00,ENGENHO DO MEIO,RUA PADRE RODRIGUES CAMPELO,259,PROX AO COLÉGIO SOUZA VERAS E/F AO EDF OLIVEIRA,COLISÃO,1,1,,,,,,,,0,,-8.050717,-34.9421465
5424,SEM VÍTIMA,FINALIZADA,2016-05-18,15:30:00,BOA VIAGEM,AV CONSELHEIRO AGUIAR,,EM FRENTE AO 3355,COLISÃO,0,,,,,,,,,0,,-8.1109937,-34.8914817
5425,COM VÍTIMA,FINALIZADA,2016-05-18,15:46:00,GRAÇAS,RUA DA HORA,,CRUZAMENTO DA RUA DA HORA C/ SÃO SALVADOR,ATROPELAMENTO,1,,,,,,,,,1,,-8.0488678,-34.9014937
5426,SEM VÍTIMA,CANCELADA,2016-05-18,16:11:00,SAN MARTIN,RUA VINTE E UM DE ABRIL,2219,PROX AO TERMINAL DE SAN MARTIN / SENT AFOGADOS,COLISÃO,1,1,,,,,,,,0,,-8.0719007,-34.9267349
5427,COM VÍTIMA,FINALIZADA,2016-05-18,16:33:00,ILHA JOANA BEZERRA,AV CENTRAL,,EM FRENTE AO T.I JOANA BEZERRA,COLISÃO COM CICLISTA,1,,,1,,,,,,1,,-8.0738056,-34.8984773
5428,SEM VÍTIMA,CANCELADA,2016-05-18,16:56:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,VIADUTO DE ACESSO AO AEROPORTO,TOMBAMENTO,,,,,,,1,,,0,,-8.1134632,-34.912731
5429,SEM VÍTIMA,FINALIZADA,2016-05-18,17:45:00,BAIRRO DO RECIFE,PTE BUARQUE DE MACEDO,,SENTIDO AV RIO BRANCO,COLISÃO,1,,,,,1,,,,0,,-8.0619921,-34.8752197
5430,SEM VÍTIMA,FINALIZADA,2016-05-18,17:53:00,AFOGADOS,RUA SAO MIGUEL,,EM FRENTE AO POSTO IPIRANGA QUE DA ACESSO À MATERNIDADE BANDEIRA FILHO,COLISÃO COM CICLISTA,1,,,1,,,,,,0,,-8.0807445,-34.9158613
5431,SEM VÍTIMA,FINALIZADA,2016-05-18,18:58:00,TORRE,RUA VITORIANO PALHARES,144,COM A REAL DA TORRE ENFR ATACADO DOS PRESENTES OBS: BATEDORES 09X24 NO LOCAL,COLISÃO,2,,,,,,,,,0,,-8.0436585,-34.909241
5432,SEM VÍTIMA,EM ATENDIMENTO,2016-05-18,19:26:00,SANTO ANTÔNIO,RUA DO SOL,,AO LADO DOS CORREIROS,COLISÃO,2,,,,,,,,,0,,-8.061995,-34.8800084
5433,SEM VÍTIMA,FINALIZADA,2016-05-18,20:48:00,TORRE,RUA REAL DA TORRE,360,EM FRENTE A MARCOS EQUIPADORA E A IGREJA PRESBITERIANA,COLISÃO,1,,,,,1,,,,0,,-8.0539294,-34.9086301
5434,SEM VÍTIMA,FINALIZADA,2016-05-18,21:35:00,IBURA,AV SANTA FE,,NO TERMINAL DO UR2,COLISÃO,1,,,,,1,,,,0,,-8.1187201,-34.9546754
5435,SEM VÍTIMA,FINALIZADA,2016-05-18,22:49:00,ESPINHEIRO,RUA QUARENTA E OITO,525,EM FRENTE A CLINICA DO SESI,COLISÃO,1,,,,,1,,,,0,,-8.0417998,-34.8937911
5436,SEM VÍTIMA,FINALIZADA,2016-05-19,00:33:00,SAN MARTIN,AV CONSUL VILARES FRAGOSO,470,POR TRÁS DA CAVALARIA DE SAN MARTIM,ACID. DE PERCURSO,,1,,,,,,,,0,,-8.0666935,-34.9244573
5437,COM VÍTIMA,FINALIZADA,2016-05-19,06:31:00,ILHA DO LEITE,AV GOVERNADOR AGAMENON MAGALHAES,,SENTIDO  CIDADE  SUBURBIO  E/F AO BANCO  ITAU,COLISÃO,1,1,,,,,,,,2,,-8.064684,-34.8969725
5438,SEM VÍTIMA,FINALIZADA,2016-05-19,07:25:00,ENCRUZILHADA,LGO ENCRUZILHADA,,PX A FARMACIA BIG BEM,COLISÃO,1,,,,,1,,,,0,,-8.0367839,-34.8911419
5439,COM VÍTIMA,FINALIZADA,2016-05-19,08:35:00,MADALENA,AV ENGENHEIRO ABDIAS DE CARVALHO,,EM FRENTE A FACULDADE ESTACIO/ SENTIDO CIDADE,COLISÃO,1,1,,,,,,,,1,,-8.0616138,-34.9212462
5440,SEM VÍTIMA,FINALIZADA,2016-05-19,09:38:00,GRAÇAS,RUA CARDEAL ARCOVERDE,,CRUZAMENTO COM A RUA GERVASIO FIORAVANTE,COLISÃO,2,,,,,,,,,0,,-8.0491328,-34.9007488
5441,COM VÍTIMA,FINALIZADA,2016-05-19,09:45:00,IMBIRIBEIRA,RUA ITACARI,132,AO LADO DO BANDO ITAU,COLISÃO,1,1,,,,,,,,1,,-8.108461,-34.9130251
5442,COM VÍTIMA,FINALIZADA,2016-05-19,10:23:00,BOA VIAGEM,AV BOA VIAGEM,2820,EM FRENTE A PADARIA BOA VIAGEM,COLISÃO,1,1,,,,,,,,1,,-8.1149748,-34.8920859
5443,SEM VÍTIMA,FINALIZADA,2016-05-19,10:51:00,ESPINHEIRO,RUA DR VICENTE MEIRA,,CRUZ  COM A  RUA AMELIA AE/F  AO  GALETO  AMELIA,COLISÃO,2,,,,,,,,,0,,-8.0449547,-34.8956486
5444,SEM VÍTIMA,FINALIZADA,2016-05-19,11:00:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,DENTRO DO ESTACIONAMENTO DA JAGUA MATERIAIS ELETRICOS AO LADO DO BRADESCO. SENT AEROPORTO,COLISÃO,1,1,,,,,,,,0,,-8.1134632,-34.912731
5445,COM VÍTIMA,FINALIZADA,2016-05-19,11:03:00,MADALENA,RUA BENFICA,,LADO OPOSTO AO CLUBE INTERNACIONAL,COLISÃO,1,1,,,,,,,,1,,-8.058062,-34.9051858
5446,COM VÍTIMA,FINALIZADA,2016-05-19,11:20:00,CASA AMARELA,RUA OLIMPIO TAVARES,46,APOS SITIO DA TRINDADE,COLISÃO,1,1,,,,,,,,1,,-8.0281656,-34.9132643
5447,SEM VÍTIMA,FINALIZADA,2016-05-19,11:30:00,SANTO AMARO,AV JOAO DE BARROS,,PX AO VIADUTO DA JOAO DE BARROS - E/F A CELPE,COLISÃO,1,,,,,1,,,,0,,-8.0495527,-34.8900054
5448,SEM VÍTIMA,FINALIZADA,2016-05-19,12:35:00,CABANGA,AV ENGENHEIRO JOSE ESTELITA,,PX AO VIADUTO CAP TEMUDO,COLISÃO,2,,,,,,,,,0,,-8.0778407,-34.892729
5449,SEM VÍTIMA,FINALIZADA,2016-05-19,12:45:00,ROSARINHO,AV NORTE,3109,PADARIA DO ROSARINHO (ESTACIONAMENTO),COLISÃO,2,,,,,,,,,0,,-8.0339226,-34.8964289
5450,SEM VÍTIMA,FINALIZADA,2016-05-19,13:29:00,IMBIRIBEIRA,RUA ENGENHEIRO JOSE APOLINARIO,,E/F A PADARIA MIRAMAR,COLISÃO,2,,,,,,,,,0,,-8.0872736,-34.9084745
5451,SEM VÍTIMA,FINALIZADA,2016-05-19,14:35:00,PINA,AV HERCULANO BANDEIRA,588,NA SAIDA DO RIO MAR EM FRENTE A FARMACIA DO TRABALHADOR,COLISÃO,1,,,,,1,,,,0,,-8.0880293,-34.8857946
5452,SEM VÍTIMA,FINALIZADA,2016-05-19,15:07:00,DERBY,PRC DO DERBY,,APOS A PARADA DO BRTSENT/SUBURBIO,COLISÃO,1,,,,,,1,,,0,,-8.0566717,-34.8994452
5453,SEM VÍTIMA,FINALIZADA,2016-05-19,15:27:00,PAISSANDU,RUA PAISSANDU,,APÓS O BANCO ITAÚ 1a  A DIREITA (VT-17 NO LOCAL).,COLISÃO,1,,,,,1,,,,0,,-8.0620223,-34.8971463
5454,SEM VÍTIMA,CANCELADA,2016-05-19,15:58:00,IPUTINGA,AV CAXANGA,,sentido cidade em baixo do elevado do brt em frente o posto br,COLISÃO,2,,,,,,,,,0,,-8.041958,-34.9366383
5455,SEM VÍTIMA,FINALIZADA,2016-05-19,16:41:00,SAN MARTIN,RUA ANTONIO VALDEVINO COSTA,94,SENT/BR 232EM FRENTE AO RESIDENCIAL MORADA DOIS RIOS,COLISÃO,2,,,,,,,,,0,,-8.0597414,-34.9276825
5456,SEM VÍTIMA,FINALIZADA,2016-05-19,17:50:00,AFOGADOS,LARGO DA PAZ,,FABRICA DA ALIMONDA,COLISÃO,1,,,,,,1,,,0,,-8.0814893,-34.9048806
5457,SEM VÍTIMA,EM ATENDIMENTO,2016-05-19,18:42:00,AFOGADOS,LARGO DA PAZ,,ENFR A IGREJA E A PRAÇA DA PAZ,COLISÃO,1,,,,,1,,,,0,,-8.0814893,-34.9048806
5458,SEM VÍTIMA,CANCELADA,2016-05-19,18:53:00,CASA AMARELA,RUA CORREGO DO EUCLIDES,204,PROX A RODINHA E CORREGO DO EUCLIDES E SENTIDO BOQUERAO E A ANGELA RAÇOES,COLISÃO,1,1,,,,,,,,0,,-8.0178521,-34.9127636
5459,SEM VÍTIMA,FINALIZADA,2016-05-19,19:03:00,BOA VIAGEM,RUA ERNESTO DE PAULA SANTOS,,NA DECIDA DO VIADUTO NO POSTO DE CASOLINA BR,COLISÃO,3,,,,,,,,,0,,-8.1241399,-34.9033405
5460,SEM VÍTIMA,CANCELADA,2016-05-19,19:06:00,DOIS IRMÃOS,RUA DOIS IRMAOS,1012,EM FRENTE COMPESA AO LADO DA PRAÇA EM FRENTE AO LAFEP,COLISÃO,2,,,,,,,,,0,,-8.0155858,-34.9430542
5461,SEM VÍTIMA,FINALIZADA,2016-05-19,20:33:00,PARNAMIRIM,EST DO ARRAIAL,,EM FRENTE AO EXTRABOM PROX. AO HOSPITAL AGAMENON MAGALHAES,COLISÃO,2,,,,,,,,,0,,-8.0272589,-34.9145145
5462,COM VÍTIMA,FINALIZADA,2016-05-19,20:49:00,IMBIRIBEIRA,RUA PAMPULHA,,CRUZAMENTO COM RUA ITAJAI PROX. A CASA BRANCA,COLISÃO,1,1,,,,,,,,1,,-8.1096469,-34.9140932
5463,COM VÍTIMA,FINALIZADA,2016-05-19,21:27:00,JARDIM SÃO PAULO,EST DO CURADO,,PROX. AO MERCADO PAI E FILHOS PARALELA COM RUA IPITANGA,ATROPELAMENTO,,,,,1,1,,,,1,,-8.0782124,-34.9517848
5464,COM VÍTIMA,CANCELADA,2016-05-20,02:39:00,BEBERIBE,RUA DA REGENERACAO,,AO LADO DO POSTO SHELL,CHOQUE,1,,,,,,,,,1,,-8.0211946,-34.8871067
5465,SEM VÍTIMA,FINALIZADA,2016-05-20,04:20:00,PINA,AV HERCULANO BANDEIRA,,ESQUINA COM av. ENG. DOMINGOS FERREIRA,CHOQUE,1,,,,,,,,,0,,-8.0883334,-34.8856892
5466,SEM VÍTIMA,FINALIZADA,2016-05-20,05:08:00,BOA VIAGEM,RUA DOS NAVEGANTES,2257,PROX DO STUDIO DE BELEZA DEPILLON,CAPOTAMENTO,1,,,,,,,,,0,,-8.1134758,-34.891993
5467,SEM VÍTIMA,CANCELADA,2016-05-20,07:16:00,ILHA DO LEITE,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE AO HOSPPORTUGUES,COLISÃO,2,,,,,,,,,0,,-8.064684,-34.8969725
5468,COM VÍTIMA,FINALIZADA,2016-05-20,09:12:00,JORDÃO,AV MARIA IRENE,1754,EM FRENTE   AO POSTO DE GASOLINA  IPIRANGA,COLISÃO,1,1,,,,,,,,1,,-8.1382477,-34.9360245
5469,SEM VÍTIMA,FINALIZADA,2016-05-20,08:22:00,AFOGADOS,RUA SAO MIGUEL,1745,PROX  A ANTIGA  CONCESSIONARIA  DA HONDA,COLISÃO,2,,,,,,,,,0,,-8.0816067,-34.9223348
5470,COM VÍTIMA,FINALIZADA,2016-05-20,08:45:00,MANGUEIRA,RUA VINTE E UM DE ABRIL,1884,HA 300 METROS DO GIRADOURO DE SAN MARTIN,COLISÃO,1,1,,,,,,,,1,,-8.0738353,-34.9231252
5471,SEM VÍTIMA,FINALIZADA,2016-05-20,08:54:00,MADALENA,RUA LOPES DE CARVALHO,90,APÓ O BOMPREÇO DA BENFICA SENT/TORRETERCEIRA RUA HÁ DIREITA,COLISÃO,2,,,,,,,,,0,,-8.0546761,-34.9063975
5472,SEM VÍTIMA,FINALIZADA,2016-05-20,09:45:00,PINA,AV ANTONIO DE GOES,,EM CIMA DA PONTE DEPOIS DA LOMBADA ELETRONICA,COLISÃO,2,,,,,,,,,0,,-8.0856313,-34.8865511
5473,COM VÍTIMA,FINALIZADA,2016-05-20,09:37:00,CORDEIRO,RUA 10 DE NOVEMBRO,300,EM FRENTE DO RESTAURANTE REI DA CHAQUE,COLISÃO,1,1,,,,,,,,1,,-8.0478278,-34.9202721
5474,SEM VÍTIMA,CANCELADA,2016-05-20,09:42:00,PAISSANDU,AV GOVERNADOR AGAMENON MAGALHAES,,SENTIDO  BOA VIAGEM  EF  AO HOSPITAL  PORTUGUES,COLISÃO,2,,,,,,,,,0,,-8.0630605,-34.8977617
5475,SEM VÍTIMA,FINALIZADA,2016-05-20,10:29:00,BOA VIAGEM,AV BOA VIAGEM,3650,EF  AO EDIFICIO   AMBROSIO  TRAJANO,COLISÃO,2,,,,,,,,,0,,-8.1213793,-34.8959899
5476,SEM VÍTIMA,FINALIZADA,2016-05-20,11:36:00,CAMPO GRANDE,RUA PROFESSOR FRANCISCO DA TRINDADE,,PRIMEIRA A DIREITA APÓS O SUPRMERCADO STILLUS,COLISÃO,2,,,,,,,,,0,,-8.034705,-34.8782299
5477,SEM VÍTIMA,FINALIZADA,2016-05-20,12:25:00,BONGI,AV ENGENHEIRO ABDIAS DE CARVALHO,,EM FRENTE A DROGARIA BONGI SENTIDO BR-232,COLISÃO,1,,,,,1,,,,0,,-8.0605196,-34.9257651
5478,SEM VÍTIMA,FINALIZADA,2016-05-20,14:24:00,CORDEIRO,AV GENERAL SAN MARTIN,,CRUZAMENTO COM AV. CAXANGA NO SEMAFORO 080,ENGAVETAMENTO,3,,,,,,,,,0,,-8.0546846,-34.923507
5479,SEM VÍTIMA,FINALIZADA,2016-05-20,13:09:00,TORRÕES,AV ENGENHEIRO ABDIAS DE CARVALHO,,E/F AO CAMARÃO DO LÉO SENTIDO SUB/CIDADE,COLISÃO,1,,,,,,,,,0,,-8.0618728,-34.9304544
5480,SEM VÍTIMA,FINALIZADA,2016-05-20,14:39:00,SAN MARTIN,AV ENGENHEIRO ABDIAS DE CARVALHO,,EM FRETE A CHESF / SENTIDO CENTRO,COLISÃO,2,,,,,,,,,0,,-8.0613623,-34.9292042
5481,SEM VÍTIMA,FINALIZADA,2016-05-20,14:41:00,JAQUEIRA,RUA DR JOSE MARIA,,ESQUINA COM RUA ABREU E LIMA COLÉGIO ROSA GATURBNO,COLISÃO,2,,,,,,,,,0,,-8.0356798,-34.8974164
5482,SEM VÍTIMA,FINALIZADA,2016-05-20,14:44:00,IMBIRIBEIRA,RUA PERIMETRAL,,APOS O POSTO SHELL PRIMEIRA A DEIREITA SEGUNDA A DIREITA EM FRENTE LOCADORA MOVIDA,COLISÃO,1,1,,,,,,,,0,,-8.1243061,-34.9180088
5483,SEM VÍTIMA,FINALIZADA,2016-05-20,14:47:00,BOA VIAGEM,AV DOM JOAO VI,,POR TRAS DO BOMPREÇO COM A RUA PEDRO PAZ MENDONÇA,COLISÃO,2,,,,,,,,,0,,-8.1174293,-34.9053237
5484,SEM VÍTIMA,FINALIZADA,2016-05-20,17:12:00,JARDIM SÃO PAULO,AV JOAO CABRAL DE MELO NETO,,CRUZ COM AV RECIFE AO LADO DO CERPE ENTRADA DE JARDIM SÃO PAULO,COLISÃO,1,,,,,1,,,,0,,-8.0795352,-34.9339502
5485,SEM VÍTIMA,FINALIZADA,2016-05-20,18:21:00,IPUTINGA,RUA VENEZA,69,OBS: BATEDOR 30 JOSENILDO,COLISÃO,1,1,,,,,,,,0,,-8.0369488,-34.9417845
5486,SEM VÍTIMA,FINALIZADA,2016-05-20,18:55:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,EM FRENTE A ANTIGA NETUNO SENTIDO AFOGADOS SEMAFORO 287,COLISÃO,1,1,,,,,,,,0,,-8.1134632,-34.912731
5487,SEM VÍTIMA,FINALIZADA,2016-05-20,18:58:00,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,PROXIMO A PRAÇA DO MARCO ZERO,COLISÃO,,2,,,,,,,,0,,-8.0614931,-34.8706715
5488,COM VÍTIMA,FINALIZADA,2016-05-20,19:01:00,SÃO JOSÉ,RUA DA CONCORDIA,,SEMAFORO 180,COLISÃO,1,1,,,,,,,,1,,-8.0685254,-34.8822527
5489,SEM VÍTIMA,FINALIZADA,2016-05-20,19:26:00,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,DOMINGOS FERREIRA C/ BRUNO VELOZO SEMÁFORO 338,COLISÃO,2,,,,,,,,,0,,-8.1111171,-34.8927465
5490,COM VÍTIMA,FINALIZADA,2016-05-20,20:04:00,AREIAS,AV RECIFE,,PROX. AO MAKRO SOB O VIADUTO SENTIDO BOA VIAGEM,ATROPELAMENTO,,,,,,,,,,2,,-8.1008494,-34.9280197
5491,COM VÍTIMA,CANCELADA,2016-05-20,20:35:00,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,EM FRENTE AO MACUNAIMA,ATROPELAMENTO,,,,,,,,,,1,,-8.1111171,-34.8927465
5492,COM VÍTIMA,CANCELADA,2016-05-20,22:16:00,IBURA,TRV GUARACIABA,101,PROX. A POLICLINICA IBURA DE BAIXO,COLISÃO,1,1,,,,,,,,1,,-8.1251896,-34.9450282
5493,SEM VÍTIMA,CANCELADA,2016-05-21,01:48:00,MADALENA,RUA PROFESSORA ANUNCIADA DA ROCHA MELO,,APOS A ANTIGA FAN HOUSE NA RUA DO POSTO TORRE,COLISÃO,2,,,,,,,,,0,,-8.0487711,-34.9078961
5494,SEM VÍTIMA,FINALIZADA,2016-05-21,06:09:00,PINA,AV ANTONIO DE GOES,,SAÍDA DO TUNEL,COLISÃO,2,,,,,,,,,0,,-8.0856313,-34.8865511
5495,COM VÍTIMA,FINALIZADA,2016-05-21,06:34:00,BEBERIBE,RUA ARAPARI,,NO SEMAFORO Nº314,ATROPELAMENTO,1,,,,1,,,,,1,,-8.0054427,-34.8932126
5496,COM VÍTIMA,FINALIZADA,2016-05-21,07:04:00,BOA VIAGEM,RUA DOS NAVEGANTES,,CRUZ COM A ERNESTO DE PAULA SANTOS  E/F  AO HOTEL  GOLDEN TULIP,COLISÃO,2,,,,,,,,,1,,-8.1197634,-34.8956066
5497,COM VÍTIMA,FINALIZADA,2016-05-21,08:05:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,JUIZADO ESPECIAL -,COLISÃO,1,1,,,,,,,,1,,-8.1134632,-34.912731
5498,COM VÍTIMA,FINALIZADA,2016-05-21,09:47:00,BOA VISTA,AV VISCONDE DE SUASSUNA,,,COLISÃO,,,,,,,,,,1,,-8.052774,-34.8859904
5499,SEM VÍTIMA,FINALIZADA,2016-05-21,10:16:00,GRAÇAS,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE A EMBRATEL,COLISÃO,1,1,,,,,,,,0,,-8.0514688,-34.8954554
5500,SEM VÍTIMA,FINALIZADA,2016-05-21,10:16:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,SEMAFORO Nº286,COLISÃO,1,,,,,1,,,,0,,-8.1134632,-34.912731
